Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
220115 Baixa Grande do Ribeiro;11375;4.59;767.88;52.6;5.59;11.41;1.52;3374438.09;5362908.56;8734680.24;220115
220117 Barra D'Alcântara;3889;2.42;950.64;47.06;1.33;22.84;5.71;2366964.79;1420145.17;3697025.3;220117
220120 Barras;46291;2.71;498.23;62.03;3.81;12.56;6.59;17987643.34;5384547.6;23063749.49;220120
220130 Barreiras do Piauí;3294;1.72;1035.55;32.22;11.6;18.74;2.86;1365870.1;1527455.86;3411092.18;220130
220140 Barro Duro;6925;1.15;799.11;53.23;6.77;8.98;4.93;3822808.31;1556007.53;5533827.47;220140
220150 Batalha;26421;1.82;445.38;42.85;4.73;9.8;11.67;8946586.93;3641513.35;11767266.0;220150
220155 Bela Vista do Piauí;3947;2.38;778.23;52.85;4.37;9.57;7.65;2345086.01;1218429.24;3071664.13;220155
220157 Belém do Piauí;3503;1.48;809.72;37.24;8.16;11.63;15.29;1936180.05;1576014.89;2836457.91;220157
220160 Beneditinos;10037;1.78;621.41;35.25;3.31;18.79;9.07;4417759.27;1358043.43;6237042.82;220160
220170 Bertolínia;5413;1.93;886.87;44.12;1.53;5.04;2.09;3377672.19;2786600.15;4800607.36;220170
220173 Betânia do Piauí;6106;1.98;643.32;3.08;4.09;4.83;63.48;1887221.95;1386968.7;3928108.95;220173
220177 Boa Hora;6663;1.23;615.21;40.46;7.8;12.1;3.25;2930061.69;1166462.28;4099133.26;220177
220180 Bocaina;4428;1.53;940.16;54.88;2.71;11.47;3.29;2906359.39;1599212.08;4163022.53;220180
220190 Bom Jesus;24711;6.65;811.22;55.69;4.0;9.35;16.6;10736505.03;5846996.34;20046070.85;220190
220191 Bom Princípio do Piauí;5535;15.08;932.53;51.23;8.97;9.17;3.98;2939729.15;1657954.63;5161575.76;220191
220192 Bonfim do Piauí;5577;1.61;600.53;32.41;9.3;5.89;13.75;2456839.92;1299168.34;3349162.71;220192
220194 Boqueirăo do Piauí;6300;1.03;627.88;36.52;4.61;16.48;3.29;3327786.04;1116874.17;3955613.17;220194
220196 Brasileira;8192;1.43;600.76;54.65;8.82;5.36;6.03;3543264.94;1841498.59;4921458.04;220196
220198 Brejo do Piauí;3823;1.05;925.19;31.05;14.34;4.0;9.92;2342550.1;1227668.57;3536982.27;220198
220200 Buriti dos Lopes;19464;4.51;612.99;47.67;5.44;17.85;8.64;10444490.29;3161511.35;11931298.34;220200
220202 Buriti dos Montes;8108;1.47;508.58;55.8;4.31;14.08;10.18;3256713.9;1371042.06;4123531.53;220202
220205 Cabeceiras do Piauí;10406;0.72;480.91;42.33;9.5;16.1;10.93;3610229.5;1833502.34;5004376.46;220205
220207 Cajazeiras do Piauí;3497;2.58;1076.96;43.94;0.1;18.2;4.45;1974920.66;1386375.67;3766112.02;220207
220208 Cajueiro da Praia;7510;3.39;733.24;41.73;4.11;8.47;17.58;3250194.6;1497354.68;5506663.56;220208
220209 Caldeirăo Grande do Piauí;5684;4.61;714.74;44.25;3.69;10.19;28.11;2674050.72;2031990.49;4062563.1;220209
220210 Campinas do Piauí;5522;1.99;880.27;23.37;11.15;19.53;5.64;2779463.04;1855951.2;4860849.75;220210
220211 Campo Alegre do Fidalgo;4957;1.22;690.17;31.81;0.0;5.58;11.17;2347422.57;1180827.05;3421191.92;220211
220213 Campo Grande do Piauí;5842;1.42;763.18;36.11;10.9;9.8;1.95;2893164.03;1408091.54;4458505.55;220213
220217 Campo Largo do Piauí;7154;1.74;415.31;51.34;3.51;9.81;4.06;1447854.15;1123701.66;2971108.93;220217
220220 Campo Maior;46082;3.59;746.2;47.18;4.08;37.84;2.11;35338428.12;8745470.91;34386490.06;220220
220225 Canavieira;3892;1.46;891.78;53.62;4.43;3.52;7.85;2001304.79;1716927.83;3470816.26;220225
220230 Canto do Buriti;20831;3.66;672.74;47.45;5.77;10.2;5.67;11505166.57;3861015.56;14013785.78;220230
220240 Capităo de Campos;11229;1.68;399.51;22.18;11.72;11.77;11.08;4873873.18;1604767.12;4486076.24;220240
220245 Capităo Gervásio Oliveira;4033;5.02;773.58;28.65;1.74;11.68;0.07;1839431.16;1227971.66;3119865.74;220245
220250 Caracol;10729;1.64;544.24;65.41;4.41;4.63;13.03;5483176.69;1715435.69;5839127.02;220250
220253 Caraúbas do Piauí;5769;1.98;584.69;36.81;8.95;31.78;9.93;3180762.93;1150391.94;3373055.09;220253
220255 Caridade do Piauí;4982;1.52;843.55;100.0;0.0;0.0;0.0;2012395.92;1599710.93;4202576.82;220255
220260 Castelo do Piauí;19410;2.84;635.71;51.33;6.59;7.84;5.97;8985511.48;6226787.42;12339167.44;220260
220265 Caxingó;5330;1.58;780.54;50.93;0.0;9.25;9.8;2620813.73;1203120.73;4160254.7;220265
220270 Cocal;27338;3.25;415.74;43.11;3.87;3.91;4.3;10323601.86;3348273.23;11365632.8;220270
220271 Cocal de Telha;4812;1.55;915.09;36.55;8.62;6.16;16.03;2409352.71;1235357.44;4403414.81;220271
220272 Cocal dos Alves;6054;1.6;534.93;40.35;6.0;2.81;11.08;3058583.47;1301597.68;3238471.5;220272
220273 Coivaras;3953;1.5;1086.06;40.58;0.0;7.99;23.02;5346365.82;1242597.86;4293200.0;220273
220275 Colônia do Gurguéia;6372;3.85;839.32;35.55;5.12;5.6;5.34;2718678.68;1435969.69;5348155.9;220275
220277 Colônia do Piauí;7536;2.28;709.2;50.39;1.86;13.97;3.42;3854855.48;1612067.37;5344513.58;220277
220280 Conceiçăo do Canindé;4726;1.99;249.43;16.53;8.4;14.75;8.56;994606.67;1179269.66;1178805.66;220280
220285 Coronel José Dias;4608;3.36;680.58;53.85;9.86;12.02;5.21;2342830.34;1244986.61;3136135.45;220285
220290 Corrente;26205;6.14;560.5;43.23;0.0;15.83;10.66;12654132.28;5564551.12;14687959.06;220290
220300 Cristalândia do Piauí;8154;1.18;711.43;100.0;0.0;0.0;0.0;3419757.56;1736412.95;5801032.94;220300
220310 Cristino Castro;10253;4.11;823.53;43.95;3.87;10.2;1.57;4759826.27;2079163.36;8443639.69;220310
220320 Curimatá;11190;2.62;510.75;46.93;0.0;13.48;1.4;1374050.0;1886583.92;5715336.91;220320
220323 Currais;4871;1.04;837.66;35.09;0.0;13.95;3.29;2929436.51;1713087.76;4080239.9;220323
220327 Curral Novo do Piauí;5251;7.37;664.29;52.88;14.22;10.63;7.39;2576193.76;1756499.28;3488187.04;220327
220325 Curralinhos;4367;1.43;942.34;33.9;6.14;3.66;20.17;2486853.63;1253525.91;4115220.35;220325
220330 Demerval Lobăo;13595;3.1;574.73;47.5;6.87;16.88;8.1;6394927.06;2527828.68;7813445.25;220330
220335 Dirceu Arcoverde;6896;1.03;684.44;50.48;4.42;11.53;15.93;3421692.41;1231841.77;4719898.31;220335
220340 Dom Expedito Lopes;6790;3.28;554.89;35.95;6.36;14.02;0.87;2998707.62;1344367.74;3767691.44;220340
220345 Dom Inocêncio;9404;4.46;484.38;21.95;10.06;8.02;7.39;2427790.59;1496096.62;4555099.72;220345
220342 Domingos Mourăo;4287;2.15;723.7;39.8;5.8;8.63;5.8;2233848.97;1161042.38;3102511.85;220342
220350 Elesbăo Veloso;14383;3.31;577.47;51.69;2.74;15.9;5.0;6551923.5;2342236.31;8305729.64;220350
220360 Eliseu Martins;4834;2.33;873.55;45.75;5.63;9.41;5.05;2984542.86;1431637.22;4222736.23;220360
220370 Esperantina;39078;2.59;372.18;75.82;3.78;6.78;2.3;11089112.58;5517072.24;14544211.93;220370
220375 Fartura do Piauí;5220;1.22;767.21;53.53;0.0;13.47;4.41;7042.0;1273458.95;4004853.7;220375
220380 Flores do Piauí;4393;1.34;609.46;63.93;3.96;9.13;4.97;1920426.32;1085123.95;2677354.03;220380
220385 Floresta do Piauí;2518;1.35;1526.14;28.08;2.27;15.06;23.16;1847241.86;1589183.25;3842816.85;220385
220390 Floriano;58969;6.87;931.6;35.62;1.74;50.73;3.01;45428065.6;9707710.21;54935435.12;220390
220400 Francinópolis;5264;1.06;483.64;69.26;3.9;5.75;8.16;2348666.96;1132722.3;2545904.32;220400
220410 Francisco Ayres;4288;1.21;894.38;55.12;0.0;11.17;6.05;2209388.81;1550626.27;3835083.94;220410
220415 Francisco Macedo;3128;0.95;858.51;38.66;2.48;18.54;3.07;1359736.37;1330957.37;2685410.54;220415
220420 Francisco Santos;9154;1.6;580.23;37.85;7.51;12.03;8.3;4885107.04;1485822.96;5311382.32;220420
220430 Fronteiras;11432;2.26;780.91;42.15;6.54;4.32;1.89;5842550.75;2578260.69;8927307.71;220430
220435 Geminiano;5352;2.2;660.68;19.07;2.38;12.96;19.43;2395631.77;1343938.24;3535985.69;220435
220440 Gilbués;10522;7.88;748.65;25.42;7.22;6.39;13.57;5252813.56;2608089.69;7877288.84;220440
220450 Guadalupe;10335;3.1;807.73;39.78;2.87;5.4;2.79;5190533.7;3158705.42;8347881.61;220450
220455 Guaribas;4489;0.33;821.25;100.0;0.0;0.0;0.0;624462.92;1426892.63;3686590.31;220455
220460 Hugo Napoleăo;3816;1.73;981.34;34.0;1.86;6.71;7.51;2206174.02;1386187.33;3744776.06;220460
220465 Ilha Grande;9268;5.57;719.41;49.91;4.1;12.53;7.5;3568947.35;2363161.33;6667487.38;220465
220470 Inhuma;15065;2.87;494.35;59.15;5.82;7.88;2.76;5687867.53;3140903.39;7447383.64;220470
220480 Ipiranga do Piauí;9649;2.43;678.98;41.86;5.86;7.31;10.08;5774332.85;1440666.76;6551474.04;220480
220490 Isaías Coelho;8428;1.54;619.54;47.32;9.28;8.53;5.87;4325319.38;1306551.45;5221466.34;220490
220500 Itainópolis;11343;1.83;657.02;56.09;7.49;12.57;6.51;4632157.87;3700003.52;7452549.61;220500
220510 Itaueira;10845;1.9;760.47;71.01;7.57;4.44;1.88;6068581.16;3536692.4;8247322.04;220510
220515 Jacobina do Piauí;5656;3.84;763.78;37.73;13.12;12.97;7.32;2494301.88;1976377.87;4319914.41;220515
220520 Jaicós;18782;2.2;659.95;56.83;5.35;12.77;7.05;9002790.85;2861313.75;12395261.4;220520
220525 Jardim do Mulato;4430;2.25;694.79;40.14;1.36;10.11;15.29;2209159.77;1152975.38;3077913.31;220525
220527 Jatobá do Piauí;4786;0.53;669.34;36.73;6.66;8.7;7.82;2557126.41;1114353.18;3203482.12;220527
220530 Jerumenha;4384;0.74;720.15;61.96;4.5;10.54;0.46;707078.09;1726344.25;3157155.7;220530
220535 Joăo Costa;2961;1.9;1106.73;31.6;9.87;14.4;15.1;1092838.21;1485589.17;3277038.92;220535
220540 Joaquim Pires;14123;1.79;598.46;50.9;0.08;8.14;9.3;6696529.89;2776519.34;8452005.45;220540
220545 Joca Marques;5350;2.64;729.35;28.93;0.29;11.89;3.43;2461297.4;1334382.48;3902000.37;220545
220550 José de Freitas;38550;1.77;441.18;88.82;8.73;4.48;15.19;19573878.15;9241591.91;17007644.48;220550
220551 Juazeiro do Piauí;5391;0.98;506.39;57.68;5.19;12.14;5.08;1906454.82;1278527.05;2729966.28;220551
220552 Júlio Borges;5534;4.26;766.11;44.15;6.87;6.12;13.31;2659977.89;1461043.34;4239675.77;220552
220553 Jurema;4683;2.42;738.57;49.9;5.87;9.75;3.55;2491752.3;1325748.19;3458734.42;220553
220555 Lagoa Alegre;8395;2.87;541.77;55.78;20.52;9.66;2.57;3543925.05;1307500.8;4548123.54;220555
220557 Lagoa de Săo Francisco;6646;1.64;530.81;49.42;4.61;7.78;9.68;3206275.22;1215258.63;3527730.57;220557
220556 Lagoa do Barro do Piauí;4582;19.25;965.04;41.95;6.48;17.4;12.21;2266691.9;1791268.91;4421794.33;220556
220558 Lagoa do Piauí;3996;1.43;926.81;25.15;9.4;10.52;2.81;2412494.7;1375110.06;3703550.37;220558
220559 Lagoa do Sítio;5087;0.89;785.05;39.43;4.95;4.5;7.26;2435607.41;1292434.68;3993562.76;220559
220554 Lagoinha do Piauí;2796;1.78;1031.93;41.54;2.84;14.81;15.22;1336473.19;1107728.26;2885267.89;220554
220560 Landri Sales;5217;2.18;1035.05;33.46;4.3;13.4;11.91;3040218.39;1608577.82;5399839.89;220560
220570 Luís Correia;29792;6.82;631.88;46.52;11.05;21.42;9.76;15501450.62;4253034.75;18824856.98;220570
220580 Luzilândia;25082;2.84;515.49;0.0;0.0;0.0;0.0;7267473.69;3925752.35;12929571.45;220580
220585 Madeiro;8170;1.22;582.33;26.37;2.16;16.81;7.93;3290170.6;1653653.18;4757651.69;220585
220590 Manoel Emídio;5266;0.9;443.9;35.96;6.78;9.67;8.68;2745241.46;1710739.36;2337593.53;220590
220595 Marcolândia;8342;5.08;546.6;46.91;7.62;12.15;10.97;3811154.82;1701925.78;4559742.2;220595
220600 Marcos Parente;4478;1.87;596.92;55.74;1.05;3.5;1.67;1496104.19;1651785.78;2673021.03;220600
220605 Massapê do Piauí;6338;1.11;701.11;34.38;4.77;26.06;18.93;3082374.07;1243970.2;4443612.59;220605
220610 Matias Olímpio;10759;3.87;626.88;0.0;0.0;0.0;0.0;5910644.71;2577598.75;6744635.28;220610
220620 Miguel Alves;33209;4.04;550.53;27.3;7.46;9.78;1.42;9316523.6;4646959.45;18282414.4;220620
220630 Miguel Leăo;1228;0.35;1258.91;61.67;10.87;5.51;0.0;1464237.27;1083761.69;1545939.06;220630
220635 Milton Brandăo;6511;1.31;258.65;50.86;28.54;12.98;4.03;3250187.61;1684052.32;1684052.32;220635
220640 Monsenhor Gil;10409;0.91;712.47;30.71;10.2;7.87;5.15;5426529.95;2287602.02;7416110.98;220640
220650 Monsenhor Hipólito;7621;1.32;681.03;22.57;19.42;17.04;3.4;4422745.32;1555530.64;5190158.33;220650
220660 Monte Alegre do Piauí;10448;3.76;576.3;53.73;1.52;5.72;14.25;4438983.61;2661864.11;6021233.83;220660
220665 Morro Cabeça no Tempo;4066;0.96;786.56;33.32;9.42;13.21;10.69;1792997.12;1580852.66;3198145.28;220665
220667 Morro do Chapéu do Piauí;6684;1.57;610.18;40.02;5.58;9.52;4.76;3119542.96;1143347.63;4078446.46;220667
220669 Murici dos Portelas;8997;2.81;570.41;42.65;9.76;9.54;4.96;3780018.56;1398506.84;5131946.08;220669
220670 Nazaré do Piauí;7231;1.1;686.53;41.34;2.86;15.38;5.42;3343515.97;1730921.69;4964275.21;220670
220672 Nazária;8425;1.19;616.14;50.11;5.13;5.77;16.71;9048682.83;1377999.2;5190978.51;220672
220675 Nossa Senhora de Nazaré;4786;0.95;696.41;49.71;2.95;7.72;3.68;580300.94;1466939.91;3333041.34;220675
220680 Nossa Senhora dos Remédios;8547;2.03;662.12;54.88;6.75;3.8;19.25;3669272.45;1964185.68;5659168.08;220680
220795 Nova Santa Rita;4302;2.37;827.08;53.47;6.09;6.5;11.98;2266643.94;1174100.59;3558119.19;220795
220690 Novo Oriente do Piauí;6466;2.97;655.31;49.47;2.36;23.67;5.03;3855772.77;1374901.9;4237244.22;220690
220695 Novo Santo Antônio;2940;1.51;1168.85;26.87;8.55;17.17;6.7;2360957.93;1322820.85;3436417.02;220695
220700 Oeiras;36432;4.43;583.54;40.14;7.64;10.64;18.48;12620456.15;6209561.72;21259348.48;220700
220710 Olho D'Água do Piauí;2417;0.55;976.2;38.21;10.94;14.23;1.33;1454817.16;1224240.48;2359484.66;220710
220720 Padre Marcos;6758;3.25;757.57;40.62;9.72;18.64;12.27;3291077.35;1690742.7;5119662.0;220720
220730 Paes Landim;4065;1.23;1042.51;35.5;10.74;7.19;2.11;3255188.18;2104843.7;4237808.89;220730
220735 Pajeú do Piauí;3333;1.08;946.57;53.81;2.77;14.5;14.31;2521280.74;1194182.12;3154917.71;220735
220740 Palmeira do Piauí;4967;2.14;577.17;19.86;2.91;17.86;20.89;1835351.95;1503648.35;2866783.44;220740
220750 Palmeirais;14295;2.02;509.41;32.22;4.53;5.48;3.63;5473564.34;2175897.37;7282023.59;220750
220755 Paquetá;3886;1.26;1001.67;34.81;1.9;8.79;11.8;2413099.77;1308081.63;3892497.91;220755
220760 Parnaguá;10613;8.17;730.9;37.13;4.35;15.25;8.64;5775542.62;4580558.93;7757092.18;220760
220770 Parnaíba;150547;8.63;623.83;44.75;1.66;39.72;2.4;62737733.26;27076680.28;93915492.23;220770
220775 Passagem Franca do Piauí;4500;2.73;884.98;24.93;6.49;7.58;15.06;2831932.58;1263176.95;3982411.29;220775
220777 Patos do Piauí;6288;2.58;587.4;53.32;5.87;6.71;5.03;2463473.07;1460271.32;3693561.19;220777
220779 Pau D'Arco do Piauí;3975;1.29;812.18;56.06;1.09;7.66;16.97;2038004.0;1244144.57;3228410.04;220779
220780 Paulistana;20192;3.33;825.54;37.44;5.79;8.53;9.76;14073409.81;3594007.64;16669210.23;220780
220785 Pavussu;3623;1.31;857.99;26.12;4.96;9.78;5.42;1827574.39;1318990.13;3108487.66;220785
220790 Pedro II;38127;3.23;517.68;51.25;2.82;4.92;16.83;15373141.46;4694917.52;19737600.8;220790
220793 Pedro Laurentino;2495;0.26;1236.64;37.35;2.89;28.82;3.86;1467136.2;1354793.2;3085425.71;220793
220800 Picos;76928;7.97;867.95;46.76;1.31;47.54;1.21;57959460.16;11693183.03;66769876.14;220800
220810 Pimenteiras;11935;0.74;648.08;47.92;1.55;11.85;15.85;5694542.88;3099383.67;7734862.15;220810
220820 Pio IX;18125;7.29;534.83;44.28;4.05;13.18;5.25;6872282.4;3997763.26;9693792.47;220820
220830 Piracuruca;28312;4.87;600.41;61.62;3.58;13.07;4.05;12640122.55;5375628.71;16998742.82;220830
220840 Piripiri;62733;4.38;567.83;65.91;1.33;18.76;0.79;30335131.58;12573575.57;35621637.79;220840
220850 Porto;12358;2.02;633.07;62.94;0.91;7.62;7.53;1459114.44;1588934.17;7823484.9;220850
220855 Porto Alegre do Piauí;2664;1.64;1056.27;56.61;10.43;8.4;6.36;1398481.83;1464002.03;2813896.2;220855
220860 Prata do Piauí;3103;0.74;594.89;3.86;11.71;27.05;14.7;704755.77;1317370.22;1845934.42;220860
220865 Queimada Nova;8842;4.28;688.99;45.44;2.85;20.97;6.14;4569953.72;2662523.55;6092021.76;220865
220870 Redençăo do Gurguéia;8634;1.17;657.08;45.68;0.0;9.94;8.29;4174357.71;1797461.29;5673189.34;220870
220880 Regeneraçăo;17698;2.55;644.37;75.45;2.03;7.3;5.13;7994752.87;2942149.92;11404036.88;220880
220885 Riacho Frio;4246;8.74;791.98;21.65;0.07;9.39;5.17;1770065.0;1767655.59;3362736.86;220885
220887 Ribeira do Piauí;4403;22.09;804.04;39.58;4.55;8.27;17.33;2561890.79;1886751.71;3540175.67;220887
220890 Ribeiro Gonçalves;7214;5.05;965.69;45.9;4.19;7.15;8.17;3400337.71;2670898.56;6966459.48;220890
220900 Rio Grande do Piauí;6331;1.24;977.01;40.43;8.84;5.55;16.17;4503633.73;1509460.35;6185479.5;220900
220910 Santa Cruz do Piauí;6140;2.67;839.36;53.39;1.25;12.49;6.9;3878036.03;1364309.19;5153680.87;220910
220915 Santa Cruz dos Milagres;3952;2.59;741.31;54.58;8.27;11.86;3.12;2522821.6;1720962.59;2929655.7;220915
220920 Santa Filomena;6156;2.09;702.22;51.44;9.51;12.65;5.17;2037355.98;2535005.54;4322839.42;220920
220930 Santa Luz;5761;3.75;650.7;37.63;3.77;9.58;14.74;2278717.3;1408611.03;3748686.56;220930
220937 Santa Rosa do Piauí;5175;2.44;706.09;32.28;3.45;6.89;11.07;2513451.38;1307340.69;3654005.45;220937
220935 Santana do Piauí;4559;2.39;834.8;36.37;12.37;11.56;8.29;2227004.06;1362282.94;3805855.71;220935
220940 Santo Antônio de Lisboa;6305;1.91;698.87;49.43;0.54;9.58;9.52;2438538.79;1874481.01;4406358.11;220940
220945 Santo Antônio dos Milagres;2125;1.63;1061.01;26.0;4.35;7.14;9.57;1055985.07;1139480.79;2254642.96;220945
220950 Santo Inácio do Piauí;3731;1.71;1083.28;46.47;3.1;13.93;10.85;2330952.66;1423738.85;4041701.83;220950
220955 Săo Braz do Piauí;4377;1.1;748.95;39.21;0.0;8.93;22.27;589600.0;1203728.91;3278140.09;220955
220960 Săo Félix do Piauí;2901;2.66;1492.17;39.75;7.55;9.1;9.13;1939687.4;1702821.85;4328782.03;220960
220965 Săo Francisco de Assis do Piauí;5657;1.39;649.82;54.95;4.17;7.07;12.72;2904726.83;1315490.97;3676012.84;220965
220970 Săo Francisco do Piauí;6324;1.73;751.55;50.59;6.61;12.67;5.79;3292146.97;1750252.12;4752779.34;220970
220975 Săo Gonçalo do Gurguéia;2988;2.21;835.47;32.27;2.68;25.72;6.74;1341027.89;1210601.49;2496371.69;220975
220980 Săo Gonçalo do Piauí;4931;2.22;587.69;48.57;0.27;7.93;3.96;2827223.22;1361051.25;2897923.32;220980
220985 Săo Joăo da Canabrava;4534;1.88;891.53;42.72;0.88;8.36;5.96;5198133.57;1866746.9;4042209.97;220985
220987 Săo Joăo da Fronteira;5938;0.78;572.69;44.48;5.52;22.19;2.09;2799069.43;1257720.52;3400644.14;220987
220990 Săo Joăo da Serra;6050;0.52;718.58;67.64;0.0;6.65;1.95;3435093.82;1239712.68;4347394.44;220990
220995 Săo Joăo da Varjota;4762;1.66;756.46;17.93;6.19;9.03;12.33;2275020.19;1348710.99;3602276.97;220995
220997 Săo Joăo do Arraial;7847;0.89;420.04;34.28;2.19;6.15;2.09;1953578.92;1051874.64;3296071.27;220997
221000 Săo Joăo do Piauí;20258;5.64;721.86;55.27;4.18;22.28;5.9;11939497.38;3080070.43;14623436.36;221000
221005 Săo José do Divino;5260;1.28;637.04;53.96;1.02;17.44;3.36;2419446.72;1219006.81;3350822.72;221005
221010 Săo José do Peixe;3689;2.22;1000.47;55.72;6.06;7.17;15.03;1908982.08;1850914.67;3690751.25;221010
221020 Săo José do Piauí;6602;0.41;371.98;28.87;0.0;11.84;0.62;974665.73;1219868.44;2455840.44;221020
221030 Săo Juliăo;12522;1.87;837.65;36.33;10.5;20.04;6.55;7243893.5;2933099.97;10489025.2;221030
221035 Săo Lourenço do Piauí;4501;1.03;839.24;33.95;0.0;12.8;4.52;2331768.17;1165642.96;3777401.93;221035
221037 Săo Luis do Piauí;2602;1.26;877.71;38.08;0.55;7.92;3.5;1112714.16;1189957.82;2283811.44;221037
221038 Săo Miguel da Baixa Grande;2413;1.59;1130.69;48.57;2.24;3.89;20.42;1761585.2;1245782.59;2728355.39;221038
221039 Săo Miguel do Fidalgo;2991;1.37;864.85;45.65;7.27;10.46;9.88;1438400.57;1268583.08;2586757.47;221039
221040 Săo Miguel do Tapuio;17395;2.59;614.41;53.37;8.37;11.42;10.2;1140892.51;2963358.14;10687712.56;221040
221050 Săo Pedro do Piauí;14056;2.59;730.31;31.22;9.6;7.5;6.82;9061362.49;2075535.32;10265273.1;221050
221060 Săo Raimundo Nonato;34109;3.6;705.47;68.42;5.83;5.77;6.13;18266601.52;9182958.74;24062855.27;221060
221062 Sebastiăo Barros;3421;2.19;1071.09;27.07;0.0;15.81;8.56;2189555.64;1509680.68;3664207.31;221062
221063 Sebastiăo Leal;4224;3.28;976.61;45.36;4.11;11.95;10.82;2277784.74;2908708.0;4125204.17;221063
221065 Sigefredo Pacheco;9880;1.11;390.12;56.57;6.26;11.33;2.03;3122280.97;1303369.68;3854383.56;221065
221070 Simơes;14398;3.27;793.28;37.66;1.76;12.44;6.62;8576381.55;3363611.35;11421703.12;221070
221080 Simplício Mendes;12488;3.33;910.28;65.62;1.09;13.99;3.29;9773953.61;1936284.9;11367636.66;221080
221090 Socorro do Piauí;4500;2.43;924.22;100.0;0.0;0.0;0.0;1653104.08;1860080.35;4159001.46;221090
221093 Sussuapara;6612;1.08;692.96;46.24;0.17;13.39;2.9;3270318.08;1331857.57;4581840.95;221093
221095 Tamboril do Piauí;2870;1.91;856.57;52.15;7.49;8.17;14.95;1393000.19;1163560.18;2458344.59;221095
221097 Tanque do Piauí;2719;1.34;1157.75;64.37;3.74;10.68;12.18;1919169.97;1157307.27;3147929.13;221097
221100 Teresina;850198;15.66;1337.24;58.86;0.17;24.43;1.31;539311330.49;564311312.94;1136922837.08;221100
221110 Uniăo;43761;3.77;488.95;57.35;9.63;13.36;4.3;14451995.84;5003981.02;21397003.43;221110
221120 Uruçuí;21188;6.04;654.38;71.54;3.97;8.0;5.8;7660063.51;8874289.79;13864973.37;221120
221130 Valença do Piauí;20588;2.98;583.6;42.29;0.0;17.74;0.22;8920448.49;3237848.36;12015077.35;221130
221135 Várzea Branca;4873;2.65;655.17;47.08;8.65;7.28;17.22;2170188.16;1188509.07;3192656.96;221135
221140 Várzea Grande;4325;1.75;746.22;51.19;5.44;5.49;2.97;2349816.5;1262999.08;3227385.79;221140
221150 Vera Mendes;3029;1.42;726.77;22.14;7.05;18.34;5.79;1473470.0;1398764.04;2201392.44;221150
221160 Vila Nova do Piauí;2931;1.97;888.59;42.82;9.33;22.63;0.03;1330756.98;1266972.59;2604449.27;221160
221170 Wall Ferraz;4390;1.8;868.51;45.56;6.88;24.94;5.12;2120276.66;1740889.64;3812749.24;221170
230010 Abaiara;11605;6.61;580.68;59.0;0.89;19.99;8.37;5168168.01;2617044.98;6738822.21;230010
230015 Acarape;16543;2.93;591.66;64.31;0.0;35.69;0.0;2850286.97;6389104.17;9787851.62;230015
230020 Acaraú;62199;6.06;661.7;48.56;0.1;13.19;1.77;17400935.13;8938241.07;41156933.98;230020
230030 Acopiara;53572;6.15;485.33;29.51;0.0;52.2;4.25;12230192.8;12873134.78;25999897.1;230030
230040 Aiuaba;17194;2.83;628.87;32.25;0.38;17.57;3.54;5512729.7;3732824.5;10812858.95;230040
230050 Alcântaras;11459;1.11;518.81;25.88;0.13;48.4;7.82;3977985.3;2829555.13;5945016.31;230050
230060 Altaneira;7479;2.95;725.98;55.82;0.21;13.27;5.61;1231021.01;3141137.33;5429574.23;230060
230070 Alto Santo;16976;2.22;714.49;48.52;0.46;7.24;5.93;5696399.87;3881654.77;12129172.29;230070
230075 Amontada;42901;3.04;421.47;62.85;3.36;11.32;0.7;7782589.34;13594270.59;18081381.56;230075
230080 Antonina do Norte;7278;2.07;690.77;35.9;0.07;18.77;2.93;2160025.67;3345355.02;5027430.36;230080
230090 Apuiarés;14719;2.74;865.83;65.38;0.0;30.16;0.47;2642029.81;6668479.58;12744104.26;230090
230100 Aquiraz;79128;25.59;671.61;64.5;2.43;10.11;6.76;16854634.94;32870859.55;53143457.16;230100
230110 Aracati;73629;9.04;746.86;20.69;0.0;33.62;2.69;28874596.18;13740892.74;54990610.57;230110
230120 Aracoiaba;26269;3.04;1069.22;41.1;0.0;34.43;8.12;11340282.76;4087491.85;28087345.35;230120
230125 Ararendá;10823;1.89;628.75;45.98;6.62;13.38;3.48;2158486.35;5493641.46;6804934.44;230125
230130 Araripe;21398;3.46;704.63;52.63;4.44;23.24;5.19;7050934.68;7500484.85;15077678.22;230130
230140 Aratuba;11244;7.1;977.62;49.32;0.0;22.92;1.85;2712789.19;5344961.44;10992406.75;230140
230150 Arneiroz;7777;3.29;840.29;36.07;0.03;10.72;18.01;3970809.32;2594623.53;6534903.24;230150
230160 Assaré;23254;3.28;643.69;33.31;0.0;20.62;1.01;6755444.81;3839608.66;14968410.51;230160
230170 Aurora;24496;2.75;691.46;59.94;0.11;24.38;4.88;8924202.41;5759875.4;16938104.38;230170
230180 Baixio;6228;4.85;898.53;67.16;2.69;9.77;4.66;3212367.21;2601894.56;5596018.36;230180
230185 Banabuiú;18027;4.06;610.17;58.37;0.0;13.54;9.68;7090147.22;6068043.97;10999520.29;230185
