Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
240325 Parnamirim;242384;21.61;443.89;59.59;2.58;8.34;3.71;34158478.13;70663620.18;107590726.43;240325
240910 Passa e Fica;12655;2.81;497.19;71.36;1.71;4.63;5.39;3258967.7;2244334.83;6291963.93;240910
240920 Passagem;3075;1.44;707.27;42.61;3.9;1.41;15.71;760082.54;1304915.35;2174858.91;240920
240930 Patu;12706;2.98;514.85;50.69;2.78;3.45;8.95;2992342.39;2481148.65;6541644.42;240930
240940 Pau dos Ferros;29954;10.12;725.2;35.5;0.0;32.25;3.71;14824406.1;8095632.39;21722584.41;240940
240950 Pedra Grande;3429;17.42;916.49;41.47;0.0;7.46;19.5;1512541.09;2162141.83;3142659.41;240950
240960 Pedra Preta;2568;1.88;1157.51;52.3;1.34;13.91;0.31;932684.73;1684625.36;2972483.55;240960
240970 Pedro Avelino;7059;2.88;606.58;41.92;0.0;8.13;7.11;2239450.83;1661230.91;4281856.43;240970
240980 Pedro Velho;14844;1.84;501.06;35.53;1.95;6.91;5.26;3388429.41;3393551.99;7437748.14;240980
240990 Pendências;14751;8.69;676.77;61.9;0.82;8.75;2.46;2878560.13;6182050.01;9983095.87;240990
241000 Pilơes;3761;2.28;722.8;55.13;0.0;5.75;2.01;860754.99;1649319.52;2718439.03;241000
241010 Poço Branco;15139;2.26;430.62;73.61;0.0;7.19;2.6;2127255.05;3874964.93;6519109.15;241010
241020 Portalegre;7811;1.93;529.87;43.27;7.66;14.09;9.06;1516374.57;2384205.95;4138795.24;241020
241025 Porto do Mangue;5884;2.88;968.76;56.65;0.0;7.01;4.44;973889.74;4211946.79;5700185.42;241025
241030 Presidente Juscelino;9814;3.5;517.44;50.86;0.0;9.23;4.5;2810785.48;1812289.08;5078172.28;241030
241040 Pureza;9331;1.81;405.16;28.84;0.0;10.08;9.56;1813008.2;1721642.85;3780506.92;241040
241050 Rafael Fernandes;5040;1.19;738.87;44.44;7.24;10.22;0.49;1436825.48;2177638.93;3723927.78;241050
241060 Rafael Godeiro;3213;1.25;1272.73;18.27;5.6;3.63;8.42;1414932.88;3036435.66;4089268.79;241060
241070 Riacho da Cruz;3485;1.83;753.7;52.06;9.6;10.29;4.55;788841.37;1652035.99;2626646.34;241070
241080 Riacho de Santana;4278;2.36;718.11;27.54;0.0;20.73;3.37;960317.92;1690255.82;3072066.99;241080
241090 Riachuelo;7863;1.02;558.6;45.27;6.16;4.97;13.76;2282248.91;2282248.91;4392308.57;241090
240895 Rio do Fogo;10758;5.11;670.93;57.86;0.0;11.21;1.58;2515541.4;3459801.16;7217860.65;240895
241100 Rodolfo Fernandes;4547;1.83;650.85;42.59;0.12;9.02;8.6;1158999.48;1466553.11;2959411.69;241100
241110 Ruy Barbosa;3678;2.06;928.83;56.29;0.0;3.21;14.98;1110008.28;1879228.9;3416226.06;241110
241120 Santa Cruz;38924;4.66;529.99;53.2;0.0;15.23;3.7;14654762.9;7437425.51;20629308.39;241120
240933 Santa Maria;5341;1.94;577.94;52.62;0.0;11.53;15.25;1374458.96;1935144.81;3086753.3;240933
241140 Santana do Matos;13605;6.3;541.52;67.54;2.62;7.21;4.76;3584153.75;3028816.77;7367352.03;241140
241142 Santana do Seridó;2675;2.44;952.65;53.23;0.0;13.72;0.92;513615.11;1840618.59;2548336.55;241142
241150 Santo Antônio;23865;2.71;552.73;19.69;0.52;12.35;4.52;9508627.7;4049522.5;13190998.26;241150
241160 Săo Bento do Norte;2905;3.34;864.89;57.81;4.26;10.92;1.28;762756.37;1749741.49;2512497.86;241160
241170 Săo Bento do Trairí;4318;0.9;638.04;75.38;0.38;2.84;1.98;1346006.73;1643421.89;2755060.76;241170
241180 Săo Fernando;3587;1.62;664.5;60.23;3.5;5.19;5.85;1007564.03;1488046.55;2383564.67;241180
241190 Săo Francisco do Oeste;4173;0.79;553.17;44.63;6.09;17.96;0.33;928206.43;1583596.43;2308385.82;241190
241200 Săo Gonçalo do Amarante;98260;12.64;427.0;55.4;0.12;28.13;2.17;22406205.91;21805917.43;41956532.84;241200
241210 Săo Joăo do Sabugi;6218;1.81;474.65;41.18;2.38;9.32;0.9;3349931.41;1634645.29;2951372.17;241210
241220 Săo José de Mipibu;43191;8.54;486.34;45.26;2.2;5.91;10.41;13045185.01;6654898.07;21005352.96;241220
241230 Săo José do Campestre;12933;0.11;569.97;76.29;0.0;4.77;0.07;3226646.17;3739905.39;7371438.92;241230
241240 Săo José do Seridó;4567;2.31;664.02;42.18;10.69;7.26;0.99;1234951.21;1800462.94;3032575.22;241240
241250 Săo Miguel;23274;3.57;394.75;52.59;8.53;19.62;6.04;4392263.44;4191263.24;9187342.59;241250
241255 Săo Miguel do Gostoso;9427;26.84;526.24;67.59;4.47;6.43;7.12;2063483.42;3071084.24;4960888.53;241255
241260 Săo Paulo do Potengi;17239;3.0;557.41;58.07;0.0;25.14;0.4;6395835.96;3597179.13;9609118.02;241260
241270 Săo Pedro;6216;1.48;494.73;51.15;6.77;14.8;0.99;1451970.21;1806862.22;3075242.36;241270
241280 Săo Rafael;8347;2.93;571.9;58.08;0.0;19.58;5.86;2021781.79;2872717.38;4773664.77;241280
241290 Săo Tomé;11205;3.04;452.33;52.68;0.0;6.31;9.37;2354186.83;2829633.06;5068302.09;241290
241300 Săo Vicente;6400;2.4;601.59;43.75;23.44;9.67;3.14;1741507.6;2108691.02;3850198.62;241300
241310 Senador Elói de Souza;6087;2.13;595.84;47.9;0.0;10.17;2.93;2184566.77;1978619.1;3626907.89;241310
241320 Senador Georgino Avelino;4322;3.11;733.23;43.82;0.31;5.11;11.36;1244446.85;1807436.42;3168999.44;241320
241330 Serra de Săo Bento;5883;1.28;565.17;38.78;0.0;16.13;0.23;1342011.7;2422484.87;3324885.1;241330
241335 Serra do Mel;11507;6.55;806.69;51.02;3.68;11.05;15.22;1492842.44;5307726.11;9282606.93;241335
241340 Serra Negra do Norte;8130;2.59;557.89;41.66;13.73;3.96;15.54;2262724.08;1972027.58;4535677.59;241340
241350 Serrinha;6518;1.14;907.24;9.81;0.0;10.47;40.52;2883371.91;2480151.69;5913376.24;241350
241355 Serrinha dos Pintos;4797;1.63;693.41;48.23;0.0;13.09;2.64;1695918.52;1904160.42;3326264.51;241355
241360 Severiano Melo;3893;1.23;1173.66;34.08;2.72;6.3;11.49;2311234.39;2277295.85;4569053.84;241360
241370 Sítio Novo;5433;1.66;661.44;74.24;0.64;6.4;4.34;1503936.08;2162292.3;3593606.64;241370
241380 Taboleiro Grande;2518;1.16;937.4;39.25;0.11;11.36;12.19;1024231.77;1331580.97;2360370.43;241380
241390 Taipu;12366;1.95;507.56;57.69;0.0;11.42;1.5;2473133.31;3710753.66;6276527.86;241390
241400 Tangará;15529;3.04;520.87;54.72;1.08;2.53;11.92;4062345.9;3445254.59;8088588.99;241400
241410 Tenente Ananias;10646;2.77;618.74;44.14;0.0;23.26;10.5;2981260.01;3977474.97;6587098.49;241410
241415 Tenente Laurentino Cruz;5757;2.17;566.72;51.71;7.08;12.95;5.6;1054851.52;1863391.18;3262628.73;241415
241105 Tibau;4019;4.18;1613.35;38.64;3.76;28.65;4.61;980413.78;2993315.71;6484059.16;241105
241420 Tibau do Sul;13316;19.23;549.11;58.34;0.0;7.22;3.86;4164706.38;3923081.07;7311960.37;241420
241430 Timbaúba dos Batistas;2418;1.98;881.44;33.39;8.43;7.87;2.72;1229162.66;1371720.62;2131320.55;241430
241440 Touros;33506;3.89;370.49;59.61;0.0;9.71;4.34;8338750.41;5459720.53;12413482.94;241440
241445 Triunfo Potiguar;3366;1.37;642.34;41.23;6.21;6.83;0.0;799979.35;1399914.39;2162106.78;241445
241450 Umarizal;10835;3.24;608.96;40.35;0.0;10.52;15.88;1973766.2;2799659.94;6598060.41;241450
241460 Upanema;14282;4.78;570.55;46.5;0.0;17.65;2.15;3819957.89;4715138.9;8148592.21;241460
241470 Várzea;5512;0.43;419.17;33.96;5.53;9.76;2.64;795578.24;1416851.06;2310484.42;241470
241475 Venha-Ver;4121;1.49;737.21;43.19;5.3;8.69;19.93;1112170.91;1470830.16;3038058.59;241475
241480 Vera Cruz;12016;2.03;583.25;63.67;3.77;6.8;9.53;3497794.36;4088753.14;7008283.59;241480
241490 Viçosa;1714;0.1;1160.75;48.72;11.3;9.12;0.13;649653.87;1392474.62;1989519.19;241490
241500 Vila Flor;3116;0.72;943.71;69.84;0.0;7.04;1.07;1373629.51;1866967.01;2940596.52;241500
250010 Água Branca;10083;2.09;444.06;72.7;0.84;5.06;6.86;2950073.5;1588865.01;4477441.99;250010
250020 Aguiar;5573;1.56;612.8;35.43;0.0;12.84;16.75;1696655.77;1591501.69;3415136.63;250020
250030 Alagoa Grande;28646;3.35;380.14;71.73;0.0;13.87;1.58;7143460.86;7194738.58;10889392.64;250030
250040 Alagoa Nova;20500;1.87;532.45;68.23;5.36;6.34;1.12;4983407.84;5607422.83;10915169.89;250040
250050 Alagoinha;14284;2.57;412.02;65.11;11.48;6.34;7.63;3773529.41;450750.32;5885226.12;250050
250053 Alcantil;5451;2.78;619.6;71.0;0.0;4.51;1.91;1826599.53;1873055.43;3377433.03;250053
250057 Algodăo de Jandaíra;2475;2.15;898.78;52.82;3.89;2.04;11.7;681107.18;1559047.42;2224473.45;250057
250060 Alhandra;19238;4.44;807.73;75.78;16.72;5.68;0.16;5525418.4;10856059.37;15539059.56;250060
250073 Amparo;2212;0.72;1040.32;58.54;14.14;7.58;8.52;688539.74;1499338.36;2301198.36;250073
250077 Aparecida;8263;2.63;408.84;70.4;8.13;5.31;1.27;1548980.19;1871339.07;3378256.03;250077
250080 Araçagi;17122;1.9;457.3;63.38;2.58;3.68;8.03;3809127.54;3368763.37;7829811.46;250080
250090 Arara;13355;2.73;412.76;73.0;4.45;1.97;4.19;3005101.94;2560480.55;5512425.98;250090
250100 Araruna;20051;2.65;509.06;66.77;1.93;3.22;5.28;7162139.53;3303352.59;10207239.23;250100
250110 Areia;23110;3.19;382.31;73.3;15.79;4.3;0.35;6847989.95;800983.32;8835174.45;250110
250115 Areia de Baraúnas;1880;1.42;919.82;44.46;5.34;8.78;0.62;560103.66;1364847.42;1729265.09;250115
250120 Areial;6900;2.78;510.09;71.63;3.11;7.53;9.83;1702128.45;1621702.74;3519634.4;250120
250130 Aroeiras;19204;2.02;489.62;72.76;5.48;2.91;3.6;5169703.7;3845506.93;9402583.26;250130
250135 Assunçăo;3830;1.21;660.71;45.55;0.0;9.94;7.36;791700.64;1724098.27;2530538.11;250135
250140 Baía da Traiçăo;8826;2.21;347.43;77.55;2.54;4.24;4.88;1149376.01;1725422.05;3066436.92;250140
250150 Bananeiras;21235;5.44;547.66;69.86;1.61;4.19;12.24;7833944.5;4288997.8;11629619.5;250150
250153 Baraúna;4758;1.46;603.3;51.7;9.18;4.31;6.54;1016867.17;1798488.99;2870479.18;250153
250160 Barra de Santa Rosa;15145;2.21;458.01;74.31;2.84;5.14;2.53;3616719.46;2694459.6;6936556.34;250160
250157 Barra de Santana;8249;1.4;564.18;76.91;2.1;7.24;1.02;2585280.07;1967734.01;4653955.6;250157
250170 Barra de Săo Miguel;5905;1.94;504.74;56.88;0.03;3.73;2.25;1069315.9;2047674.24;2980486.65;250170
250180 Bayeux;96140;8.38;345.5;77.81;1.53;8.66;3.34;15460621.49;13845068.66;33216373.55;250180
250190 Belém;17594;2.88;472.31;72.53;9.96;8.19;2.79;4287370.64;3323945.18;8309762.43;250190
250200 Belém do Brejo do Cruz;7320;4.47;720.93;60.15;4.16;4.97;8.98;2599906.68;1870115.54;5277210.55;250200
250205 Bernardino Batista;3356;1.61;703.02;46.88;8.89;11.36;6.41;1267483.84;1631616.94;2359347.79;250205
250210 Boa Ventura;5473;1.21;589.22;55.1;3.38;7.78;8.11;934051.53;1730172.89;3224800.85;250210
250215 Boa Vista;6884;1.6;554.11;62.59;0.0;3.93;8.5;1058368.11;2748544.43;3814490.04;250215
250220 Bom Jesus;2532;1.53;858.75;49.73;6.73;3.42;10.36;823306.72;1438331.95;2174359.94;250220
250230 Bom Sucesso;5007;2.04;569.38;66.68;0.0;4.35;2.13;1058093.53;1792804.89;2850898.42;250230
250240 Bonito de Santa Fé;11684;1.96;513.26;69.75;3.18;4.44;3.05;3192233.99;3472560.05;5996944.0;250240
250250 Boqueirăo;17670;2.55;635.31;63.59;0.0;8.66;5.23;5913218.16;5012855.02;11225919.51;250250
250270 Borborema;5366;1.08;532.59;62.38;3.85;5.02;9.04;1507113.5;1630649.96;2857858.0;250270
250280 Brejo do Cruz;13900;1.84;478.21;72.43;4.14;5.11;2.76;2812465.23;3556397.83;6647177.33;250280
250290 Brejo dos Santos;6413;2.15;545.48;58.32;0.0;13.22;0.37;1324108.99;1380271.16;3498139.34;250290
250300 Caaporă;21555;7.6;632.12;62.74;0.0;7.46;3.43;6252567.64;5852542.65;13625306.19;250300
250310 Cabaceiras;5449;2.25;601.88;61.27;0.0;13.27;0.28;1485914.56;1709423.39;3279630.8;250310
250320 Cabedelo;65634;15.65;751.14;72.34;4.19;11.6;3.85;12409777.91;32595265.03;49300526.79;250320
250330 Cachoeira dos Índios;10114;0.72;364.4;61.35;4.28;11.29;2.38;1694324.99;1855899.15;3685589.33;250330
250340 Cacimba de Areia;3713;1.33;646.7;62.51;0.06;6.24;3.57;834972.14;1296174.31;2401179.78;250340
250350 Cacimba de Dentro;17149;3.12;299.11;49.65;0.0;8.19;8.91;2486379.37;2643082.63;5129462.0;250350
250355 Cacimbas;7112;1.91;492.89;48.25;0.09;11.2;19.58;1767511.14;1489179.82;3505459.37;250355
250360 Caiçara;7293;1.17;419.82;69.58;1.77;4.72;5.31;1564966.88;1343075.25;3061761.7;250360
250370 Cajazeiras;61431;10.53;468.65;68.26;0.0;6.77;4.87;16615701.23;11683818.4;28789880.22;250370
250375 Cajazeirinhas;3165;0.9;873.11;53.45;0.19;12.89;10.87;1221797.17;1331419.15;2763399.52;250375
250380 Caldas Brandăo;5945;1.77;538.11;66.76;4.69;7.65;5.0;1772516.77;1618617.92;3199077.66;250380
250390 Camalaú;5971;2.38;532.49;45.48;0.0;12.65;4.46;1309887.57;1942439.35;3179520.78;250390
250400 Campina Grande;405072;12.92;671.73;51.15;0.0;32.92;1.64;177240630.43;88112883.17;272098826.66;250400
250403 Capim;6326;1.0;465.89;61.61;15.58;10.15;7.08;1009617.34;1603664.68;2947238.81;250403
250407 Caraúbas;4115;2.23;522.59;65.54;1.69;8.14;2.25;970561.81;1325220.73;2150452.54;250407
250410 Carrapateira;2601;1.98;516.75;67.12;13.11;2.98;4.86;428239.24;978993.42;1344073.22;250410
250415 Casserengue;7394;2.08;459.61;67.38;0.97;3.76;11.84;1809287.81;1557960.77;3398360.53;250415
250420 Catingueira;4920;1.46;596.26;54.95;1.21;5.47;3.98;1195086.61;1357865.32;2933603.97;250420
250430 Catolé do Rocha;30179;5.81;485.68;69.27;0.0;5.45;9.59;7324254.89;6726352.47;14657392.48;250430
250435 Caturité;4779;1.25;673.77;67.62;0.0;8.83;5.45;1610888.84;1863386.48;3219929.83;250435
250440 Conceiçăo;18860;3.46;619.33;70.29;0.27;8.03;4.99;6245241.87;3954057.35;11680570.39;250440
250450 Condado;6733;1.55;539.3;66.8;2.89;6.49;9.72;1391410.88;2009756.73;3631116.99;250450
250460 Conde;23975;12.45;559.29;61.46;17.3;6.37;11.78;6110429.06;7525278.41;13408948.01;250460
250470 Congo;4780;1.21;610.84;45.79;0.0;10.27;15.73;1224200.95;1653480.79;2919808.11;250470
250480 Coremas;15409;3.66;542.44;62.0;3.38;5.38;4.88;4886908.27;2449922.83;8358431.35;250480
250485 Coxixola;1892;2.24;1166.02;47.34;2.39;6.22;5.45;263081.17;1940681.5;2206102.67;250485
250490 Cruz do Espírito Santo;17212;1.55;324.8;62.01;14.43;10.53;0.31;2893912.75;3553524.67;5590463.52;250490
250500 Cubati;7193;1.4;578.99;43.66;6.17;7.89;13.18;1944103.53;2209487.07;4164658.34;250500
250510 Cuité;20325;3.36;658.28;66.49;0.76;2.95;11.6;8756801.35;3310074.64;13379488.28;250510
250523 Cuité de Mamanguape;6340;1.5;443.34;60.79;1.17;3.23;0.4;1081822.19;1715076.07;2810781.33;250523
250520 Cuitegi;6841;1.42;488.9;66.02;1.89;6.14;7.53;1302502.12;1847851.28;3344567.65;250520
250527 Curral de Cima;5245;1.5;584.3;83.99;0.0;0.69;0.17;1290077.28;1520201.0;3064675.0;250527
250530 Curral Velho;2523;1.36;944.52;46.47;0.05;17.79;3.16;718828.55;1410434.51;2383024.61;250530
250535 Damiăo;5246;1.5;547.74;50.41;2.98;7.53;10.13;1271962.68;1613058.88;2873423.21;250535
250540 Desterro;8253;1.97;392.65;61.87;2.0;13.17;0.3;1619317.01;1387356.74;3240578.26;250540
250560 Diamante;6591;1.79;517.87;60.87;1.33;4.24;4.88;1803764.76;1519410.47;3413283.85;250560
250570 Dona Inês;10456;2.36;473.53;74.04;2.88;8.18;2.51;2948417.28;2393439.8;4951256.61;250570
250580 Duas Estradas;3618;1.55;769.7;59.95;6.76;5.93;9.42;913813.38;1710641.16;2784780.59;250580
250590 Emas;3485;1.4;887.15;46.21;10.77;4.1;21.43;1353878.77;1770774.08;3091720.45;250590
250600 Esperança;32785;5.11;544.39;79.58;0.0;5.48;5.2;11647294.37;6851128.95;17847793.18;250600
250610 Fagundes;11378;1.46;399.25;72.46;0.0;3.0;2.33;1569508.38;2973139.62;4542648.0;250610
250620 Frei Martinho;2986;1.24;1091.41;60.93;2.13;7.48;13.03;1295702.83;2266101.63;3258965.01;250620
250625 Gado Bravo;8450;1.36;437.47;55.67;0.0;11.42;7.06;1896049.71;1880994.7;3696639.72;250625
250630 Guarabira;58162;6.5;507.1;65.24;1.57;13.51;4.58;13990602.48;7487607.91;29493782.2;250630
250640 Gurinhém;14117;2.05;545.28;56.4;3.76;6.64;12.26;4222420.17;3188301.04;7697669.96;250640
250650 Gurjăo;3376;1.12;723.39;60.78;16.38;8.25;7.94;1027137.62;1674114.84;2442150.59;250650
250660 Ibiara;5974;2.45;696.36;66.87;0.06;7.3;11.54;2171986.76;1611847.31;4160044.33;250660
250260 Igaracy;6191;1.47;633.43;69.65;2.09;6.43;6.31;1656730.01;1420673.63;3921546.21;250260
250670 Imaculada;11749;2.67;435.64;61.51;3.22;2.25;5.06;2257919.19;2598968.02;5118277.95;250670
250680 Ingá;18042;1.64;566.21;51.87;11.52;5.03;17.8;7353262.26;3096971.62;10215550.77;250680
250690 Itabaiana;24565;3.39;468.56;76.51;9.15;6.24;0.15;6206420.06;5316857.99;11510198.13;250690
250700 Itaporanga;24499;4.26;520.87;71.43;0.0;10.9;3.74;6848445.96;3770299.8;12760916.42;250700
250710 Itapororoca;18332;1.53;350.93;62.9;2.28;10.6;5.21;3053596.85;3050600.28;6433164.34;250710
250720 Itatuba;10739;4.16;461.85;74.08;12.9;5.36;4.01;2291195.65;3083517.98;4959796.7;250720
250730 Jacaraú;14316;1.62;453.3;73.58;3.33;2.74;2.75;2820440.84;3001789.85;6489392.5;250730
250740 Jericó;7717;2.69;583.4;50.37;0.0;5.18;16.04;2710751.78;2605350.26;4502132.38;250740
250750 Joăo Pessoa;791438;21.45;796.28;54.62;1.47;16.06;1.48;337146433.53;273723414.98;630204869.19;250750
251365 Joca Claudino;2680;2.38;751.62;47.15;0.0;6.09;0.42;559000.62;1454689.26;2014338.88;251365
250760 Juarez Távora;7850;1.4;416.26;66.38;13.19;5.69;4.11;2475724.03;262404.24;3267613.39;250760
250770 Juazeirinho;17902;1.78;498.69;49.38;0.0;11.89;8.09;4755525.95;5238489.76;8927591.33;250770
250780 Junco do Seridó;7054;1.49;426.51;62.28;4.95;7.71;0.41;1607096.42;1685142.24;3008605.71;250780
250790 Juripiranga;10669;1.42;522.45;69.52;1.76;7.84;1.53;2913974.39;2308739.37;5573992.72;250790
250800 Juru;9892;2.36;586.56;66.74;4.23;6.48;3.76;2502199.42;2468524.94;5802238.69;250800
250810 Lagoa;4687;1.11;622.8;36.2;0.0;3.56;16.07;1703023.21;1801575.92;2919070.04;250810
250820 Lagoa de Dentro;7619;1.91;497.99;60.99;2.93;5.27;10.9;2401389.53;1759181.61;3794166.24;250820
250830 Lagoa Seca;27247;2.82;419.16;84.7;0.0;4.02;1.25;6217838.06;4407232.54;11420867.75;250830
250840 Lastro;2765;1.29;836.64;56.78;0.0;13.07;1.72;654439.22;1658867.2;2313306.42;250840
250850 Livramento;7355;1.88;477.51;62.43;0.0;9.46;9.5;1660354.55;2097010.71;3512073.67;250850
250855 Logradouro;4254;1.89;675.1;66.32;3.42;5.1;3.51;1507109.51;1756196.48;2871880.05;250855
250860 Lucena;12804;6.45;467.75;61.65;12.19;9.9;7.61;2403003.2;3312160.41;5989103.31;250860
250870 Măe d'Água;4026;1.95;728.03;59.65;4.53;4.25;17.59;967884.51;1506355.8;2931034.7;250870
250880 Malta;5672;2.36;502.02;58.46;3.83;7.19;13.84;1168994.93;1477005.48;2847444.61;250880
250890 Mamanguape;44369;3.39;400.66;56.93;4.09;13.0;1.48;8295102.81;7940081.69;17776717.21;250890
250900 Manaíra;11066;2.38;331.65;63.12;1.94;5.52;2.92;1499998.28;2120312.48;3670079.71;250900
250905 Marcaçăo;8361;1.57;343.55;64.36;2.63;4.78;7.95;1278613.46;1387654.86;2872384.07;250905
250910 Mari;21755;3.47;403.29;66.44;7.07;6.64;4.7;5319871.65;3674307.58;8773502.94;250910
250915 Marizópolis;6522;1.66;526.48;46.88;0.0;25.37;9.05;2079476.71;1354253.03;3433729.74;250915
250920 Massaranduba;13654;2.15;459.45;63.53;0.0;9.91;2.29;3120067.39;2857834.87;6273269.98;250920
250930 Mataraca;8219;4.46;796.34;65.95;2.31;6.38;6.9;2460976.49;3999968.87;6545096.96;250930
250933 Matinhas;4497;1.52;522.51;65.53;14.93;3.33;1.06;881695.57;1329386.24;2349729.65;250933
250937 Mato Grosso;2869;1.29;804.87;42.51;0.0;6.46;4.37;478349.41;1814819.29;2309162.25;250937
250939 Maturéia;6441;1.92;427.66;60.12;0.0;4.05;1.41;1693217.32;1636739.26;2754554.44;250939
250940 Mogeiro;13317;7.2;465.88;52.94;1.64;5.47;2.37;3756508.87;2388611.02;6204058.47;250940
250950 Montadas;5528;1.84;581.56;56.3;0.0;5.76;5.9;1777851.54;1425368.52;3214878.04;250950
250960 Monte Horebe;4759;1.51;541.05;46.51;15.54;19.76;6.45;1063008.02;1477488.92;2574839.8;250960
250970 Monteiro;32774;13.94;670.63;67.66;0.0;8.74;3.55;16456431.49;5168854.96;21979209.29;250970
250980 Mulungu;9840;2.25;454.96;58.95;1.38;7.31;13.0;2423935.58;1650587.87;4476829.86;250980
250990 Natuba;10450;1.85;410.34;74.43;0.32;3.33;0.33;2150621.81;2387593.05;4288047.43;250990
251000 Nazarezinho;7318;1.08;474.96;60.69;0.0;5.13;7.56;1612256.48;1863531.08;3475787.56;251000
251010 Nova Floresta;10650;2.01;512.24;66.04;3.25;6.57;1.94;1821581.58;3353093.22;5455332.31;251010
251020 Nova Olinda;5999;1.69;614.98;62.56;3.49;4.63;5.64;2241876.1;1985226.52;3689240.16;251020
251030 Nova Palmeira;4784;1.5;763.84;67.19;7.75;8.08;3.92;829422.84;2808219.85;3654197.63;251030
251040 Olho d'Água;6646;1.42;535.77;49.55;2.01;4.31;22.28;2009291.1;2322959.18;3560725.74;251040
251050 Olivedos;3880;1.41;748.05;49.65;13.2;7.86;13.72;1077446.92;2047657.28;2902437.98;251050
251060 Ouro Velho;3023;1.25;789.19;58.5;3.32;10.84;2.9;647901.91;1600137.54;2385725.54;251060
251065 Parari;1795;3.36;1150.29;45.78;0.0;8.84;5.13;616104.58;1592159.72;2064774.5;251065
251070 Passagem;2383;2.03;844.65;54.59;10.13;11.05;0.76;543770.63;1562555.57;2012808.16;251070
251080 Patos;106314;10.13;569.55;71.34;0.52;5.93;9.18;35267977.7;16920036.1;60551022.66;251080
251090 Paulista;12216;2.18;442.67;52.39;0.0;5.48;4.92;2689682.72;2280876.63;5407663.15;251090
251100 Pedra Branca;3796;2.64;692.9;45.3;16.3;8.62;3.64;839747.42;1611013.31;2630246.69;251100
251110 Pedra Lavrada;7982;2.89;683.97;71.66;1.88;3.33;4.51;2002021.86;3287850.62;5459457.68;251110
251120 Pedras de Fogo;28286;2.54;601.03;66.57;20.43;9.22;0.82;8179078.96;5831079.84;17000618.16;251120
251272 Pedro Régis;6034;1.07;587.1;67.87;0.0;4.07;4.54;1468512.73;2103702.03;3542579.17;251272
251130 Piancó;15985;3.42;1321.29;77.71;3.02;4.6;2.42;16334992.51;3903973.89;21120740.97;251130
251140 Picuí;18670;3.21;543.45;65.55;3.52;6.47;8.33;6726193.23;3875717.82;10146212.91;251140
251150 Pilar;11786;1.25;455.04;76.9;8.46;4.81;0.11;2985484.77;2639875.01;5363115.21;251150
251160 Pilơes;6728;1.73;426.97;59.68;2.49;3.34;1.62;2087911.89;1338960.79;2872675.54;251160
251170 Pilơezinhos;5118;1.69;601.51;78.44;1.24;3.08;0.3;1010970.22;2002659.25;3078553.65;251170
251180 Pirpirituba;10555;1.77;348.4;74.5;2.76;5.64;2.9;1575612.39;1968480.32;3677400.47;251180
251190 Pitimbu;18685;14.81;402.51;56.64;3.16;8.54;0.65;3160148.4;3315400.51;7520987.82;251190
251200 Pocinhos;18272;3.25;556.89;71.52;0.0;6.57;1.59;5749808.09;4446201.15;10175480.02;251200
251203 Poço Dantas;3778;1.44;566.07;49.22;5.94;5.47;3.46;654141.0;1418576.0;2138596.0;251203
251207 Poço de José de Moura;4245;1.31;626.82;61.93;5.17;4.94;7.09;1154211.63;1482650.33;2660840.75;251207
251210 Pombal;32712;5.17;626.78;65.68;0.0;7.93;7.05;15831708.46;4433868.53;20503079.44;251210
251220 Prata;4109;1.54;856.21;60.61;0.0;14.14;4.96;1651588.4;1478963.2;3518158.34;251220
251230 Princesa Isabel;22995;3.23;639.63;47.79;0.0;9.59;13.07;12775486.57;4098607.07;14708353.5;251230
251240 Puxinană;13557;2.38;374.18;69.54;0.0;5.22;1.33;2773013.89;3091841.57;5072803.68;251240
251250 Queimadas;43667;5.1;426.7;75.72;0.0;4.28;3.26;8719181.78;10729954.28;18632805.57;251250
251260 Quixabá;1901;1.13;1084.06;64.46;1.28;10.43;0.29;540004.79;1498604.66;2060789.09;251260
251270 Remígio;19149;2.37;430.47;72.34;3.22;6.87;8.44;4490103.77;4352387.36;8243057.88;251270
251274 Riachăo;3531;1.9;631.34;60.97;4.29;5.13;1.69;901204.58;1458139.62;2229268.47;251274
251275 Riachăo do Bacamarte;4476;1.46;486.01;61.82;0.0;5.82;0.31;865370.54;1303510.46;2175384.05;251275
251276 Riachăo do Poço;4442;7.1;583.52;70.27;14.18;6.08;2.28;940090.2;1600695.8;2591998.28;251276
251278 Riacho de Santo Antônio;1923;1.42;1368.1;54.21;0.0;7.88;12.85;1240875.65;1881745.04;2630847.24;251278
251280 Riacho dos Cavalos;8563;2.24;378.91;46.66;0.0;8.8;0.98;1252479.84;1521950.97;3244597.05;251280
251290 Rio Tinto;24023;2.76;475.4;61.54;0.0;5.6;7.1;7331441.53;5367694.03;11420522.97;251290
251300 Salgadinho;3871;1.48;605.53;38.81;0.0;8.28;14.01;842337.5;1761414.22;2344007.21;251300
251310 Salgado de Săo Félix;12144;2.91;397.04;58.73;2.03;4.95;9.08;2765305.58;2026202.64;4821683.58;251310
