Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
110175 Vale do Anari;11028;4.41;581.14;76.5;0.0;16.97;0.17;2097825.26;3877225.39;6408806.49;110175
110180 Vale do Paraíso;6998;3.66;812.6;70.27;2.39;3.23;4.88;2939540.29;3318229.1;5686565.99;110180
110030 Vilhena;97448;13.58;886.3;50.09;5.19;12.66;5.78;45880570.9;37919115.94;86367813.72;110030
120001 Acrelândia;15020;3.7;407.44;61.99;1.98;10.78;10.8;3791354.66;2460366.46;6119747.96;120001
120005 Assis Brasil;7300;3.25;704.02;46.44;11.16;12.51;7.74;2543494.3;1993910.01;5139351.65;120005
120010 Brasiléia;25848;4.88;503.76;45.6;5.41;10.18;9.78;6918794.22;5118784.31;13021281.7;120010
120013 Bujari;10111;2.71;689.11;28.56;0.0;30.92;10.29;3639816.11;1775593.76;6967578.98;120013
120017 Capixaba;11456;3.01;598.54;43.23;3.85;11.6;12.1;3738282.14;2228562.62;6856883.58;120017
120020 Cruzeiro do Sul;87673;6.19;366.57;52.54;5.26;3.38;4.58;24801755.12;11712895.98;32138451.6;120020
120025 Epitaciolândia;18122;4.69;452.24;47.76;4.76;13.09;11.04;5724618.12;2975939.4;8195473.96;120025
120030 Feijó;34675;6.13;266.99;57.61;8.04;15.35;4.68;6652974.79;4006638.64;9257787.2;120030
120032 Jordăo;8159;2.32;531.59;44.59;0.0;11.49;8.28;2768202.72;1903255.07;4337242.24;120032
120033 Mâncio Lima;18638;2.34;470.15;53.82;8.48;5.52;13.39;7669156.46;2958804.64;8762639.43;120033
120034 Manoel Urbano;9336;3.83;469.92;53.78;7.8;11.69;14.3;2615422.64;1953199.19;4387181.29;120034
120035 Marechal Thaumaturgo;18430;1.85;535.7;32.8;8.86;4.35;38.48;7446531.5;2818685.7;9872931.69;120035
120038 Plácido de Castro;19565;3.01;572.59;65.22;3.12;5.84;2.32;5800259.7;3826817.55;11202754.2;120038
120080 Porto Acre;18180;3.16;456.44;60.09;0.0;8.45;7.6;4075444.11;3036776.91;8298014.77;120080
120039 Porto Walter;11720;1.27;407.63;51.09;4.35;12.12;2.17;3736900.93;2088154.52;4777406.13;120039
120040 Rio Branco;401155;12.81;357.32;66.21;5.76;14.71;3.29;49174671.28;102599597.48;143339428.04;120040
120042 Rodrigues Alves;18504;1.28;653.39;33.33;1.37;4.76;34.4;9329392.26;3292000.75;12090284.32;120042
120043 Santa Rosa do Purus;6362;1.21;495.51;58.44;2.1;4.94;9.45;1466372.96;1690393.0;3152437.93;120043
120050 Sena Madureira;45177;4.03;451.8;34.69;5.35;18.08;22.14;15126088.77;5859980.11;20411092.06;120050
120045 Senador Guiomard;22810;4.17;378.53;62.65;19.67;7.73;1.53;4272774.31;3817924.3;8634251.47;120045
120060 Tarauacá;41976;3.83;320.4;59.34;8.63;10.06;5.46;8491855.97;5230606.22;13448981.0;120060
120070 Xapuri;19048;4.13;492.98;47.11;6.5;24.42;7.23;4472164.39;3726568.39;9390332.84;120070
130002 Alvarăes;15860;1.2;252.98;79.59;0.0;0.0;0.0;5933729.34;3401856.95;4012227.42;130002
130006 Amaturá;11332;1.97;908.94;28.61;1.62;20.39;29.47;4470912.93;3938564.79;10300154.75;130006
130008 Anamă;13269;1.46;576.07;18.01;4.74;18.19;12.58;4343279.14;3217232.56;7643881.37;130008
130010 Anori;20538;2.11;705.0;33.16;14.72;7.36;19.5;8414296.35;3873459.26;14479382.37;130010
130014 Apuí;21583;2.86;651.54;31.15;9.69;5.31;12.36;9296104.46;4594052.82;14062231.13;130014
130020 Atalaia do Norte;19438;2.43;535.67;67.24;0.0;8.4;0.0;8323397.24;4030877.34;10412294.46;130020
130030 Autazes;38830;2.54;667.22;51.25;16.09;2.35;9.21;20634261.8;6380213.64;25908056.6;130030
130040 Barcelos;27364;2.0;503.84;52.98;0.0;9.57;13.23;7882514.7;5409717.29;13787158.72;130040
130050 Barreirinha;31593;1.07;580.6;57.56;17.24;4.28;7.96;12108211.37;6215678.39;18342965.63;130050
130060 Benjamin Constant;42020;3.24;550.11;46.7;5.58;6.1;11.87;13901292.62;9753926.47;23115684.05;130060
130063 Beruri;19258;1.75;438.71;65.68;7.8;4.75;4.3;6127942.76;4000360.03;8448587.75;130063
130068 Boa Vista do Ramos;18781;1.45;502.28;57.69;5.52;5.99;17.01;9983607.36;3567031.41;9433368.42;130068
130070 Boca do Acre;33976;2.38;535.08;51.08;4.13;21.48;4.61;10243307.6;6530058.96;18179886.48;130070
130080 Borba;40565;2.43;460.61;58.38;0.0;6.05;5.95;15165946.26;6353246.04;18684531.11;130080
130083 Caapiranga;12877;1.63;549.34;64.27;9.44;14.32;0.35;4303112.89;3109240.7;7073909.57;130083
130090 Canutama;15450;1.82;791.83;34.7;0.17;4.7;24.16;5315660.03;5467954.74;12233817.52;130090
130100 Carauari;28076;5.23;576.2;33.63;18.05;6.85;9.43;10218621.82;5705922.77;16177396.55;130100
130110 Careiro;37384;3.76;788.7;21.45;10.12;6.04;11.55;18494209.98;8081621.41;29484726.77;130110
130115 Careiro da Várzea;29595;2.05;556.97;37.8;1.98;10.04;2.41;10168779.18;4423823.62;16483572.81;130115
130120 Coari;84272;8.69;817.31;66.03;0.03;12.03;0.21;30541407.56;38720656.32;68876634.85;130120
130130 Codajás;28100;2.58;441.11;54.69;6.34;7.17;6.98;7211005.24;6238120.22;12395181.57;130130
130140 Eirunepé;34840;2.02;589.77;18.48;2.57;14.34;14.38;11734323.19;5913009.43;20547624.28;130140
130160 Fonte Boa;18221;2.23;764.88;32.08;7.93;5.39;4.5;9673961.71;4017400.57;13936914.6;130160
130165 Guajará;16416;0.93;749.83;31.05;3.68;2.41;20.74;7905876.35;4077916.23;12309222.29;130165
130170 Humaitá;54001;3.54;649.37;20.53;0.0;41.56;4.22;21961556.86;15434026.56;35066839.37;130170
130180 Ipixuna;28933;1.35;479.07;41.76;16.94;3.73;4.05;7799001.4;4674250.23;13860879.14;130180
130185 Iranduba;47571;3.67;612.56;57.76;2.95;5.08;9.31;20453304.82;14346402.18;29139939.06;130185
130190 Itacoatiara;99955;8.24;547.09;64.37;3.32;18.54;2.88;30288328.38;24364198.41;54684352.27;130190
130195 Itamarati;7888;1.04;938.2;32.28;8.98;3.37;25.9;4201617.37;2669079.93;7400527.45;130195
130200 Itapiranga;9064;2.16;993.75;51.57;5.3;10.99;6.79;4818901.18;3112100.64;9007332.15;130200
130210 Japurá;3265;0.95;1695.47;60.03;0.0;3.38;0.07;5309246.75;3009788.24;5535716.32;130210
130220 Juruá;14312;1.64;664.46;30.32;4.5;14.87;15.06;5138590.94;3849495.61;9509749.31;130220
130230 Jutaí;14753;1.44;1091.63;43.62;13.75;10.09;12.64;9672011.08;7571251.97;16104770.89;130230
130240 Lábrea;45245;0.0;431.16;32.86;4.33;19.06;1.54;14706574.39;6860000.0;19508000.0;130240
130250 Manacapuru;96236;3.89;557.64;38.06;0.0;20.02;21.15;42826159.77;15822627.55;53664657.14;130250
130255 Manaquiri;31147;1.78;421.82;26.37;9.27;32.61;9.01;7745363.15;5438953.41;13138458.43;130255
130260 Manaus;2145444;18.7;456.0;71.91;6.09;11.04;2.58;197081960.16;723573363.87;978315652.77;130260
130270 Manicoré;54907;2.46;395.76;15.21;0.0;35.47;1.24;10086626.01;10571237.26;21729839.33;130270
130280 Maraă;18186;2.48;630.69;31.3;8.87;6.1;27.62;9212478.11;4190717.2;11469701.39;130280
130290 Maués;62755;2.88;606.24;29.09;15.08;28.99;4.65;24726744.89;10253444.27;38044439.16;130290
130300 Nhamundá;20899;0.92;573.68;46.35;1.4;4.65;10.79;9065209.52;4435147.88;11989406.0;130300
130310 Nova Olinda do Norte;36721;1.9;503.58;26.43;6.1;9.37;15.65;14067118.44;4835634.92;18492027.96;130310
130320 Novo Airăo;18974;4.28;559.97;53.19;16.75;7.5;2.73;3139727.43;4872381.64;10624851.78;130320
130330 Novo Aripuană;25237;2.4;510.4;44.5;5.85;7.63;20.06;5701846.1;5359288.56;12880992.17;130330
130340 Parintins;113168;3.57;469.07;37.48;9.23;33.16;3.0;35486238.48;19872132.11;53083354.33;130340
130350 Pauini;19329;2.1;618.01;47.69;6.09;12.01;7.26;6787752.67;6157212.98;11945589.46;130350
130353 Presidente Figueiredo;35352;5.32;961.19;66.22;4.06;2.75;13.01;13566469.15;21342612.26;33979915.75;130353
130356 Rio Preto da Eva;32577;2.84;529.77;22.18;2.0;12.24;5.13;14138400.39;4955649.66;17258270.21;130356
130360 Santa Isabel do Rio Negro;24436;1.27;438.27;45.51;4.4;9.83;2.94;6082050.01;5568616.36;10709642.52;130360
130370 Santo Antônio do Içá;21966;0.0;198.03;54.02;17.24;11.49;0.0;0.0;4350000.0;4350000.0;130370
130380 Săo Gabriel da Cachoeira;44816;2.64;412.43;37.39;2.71;11.36;8.53;11205024.28;9140532.61;18483621.22;130380
130395 Săo Sebastiăo do Uatumă;13685;1.87;770.39;47.25;9.6;3.52;17.57;6571013.74;4209657.31;10542824.45;130395
130400 Silves;9110;3.27;609.34;51.31;5.34;10.41;16.51;5241302.87;2619730.6;5551102.23;130400
130406 Tabatinga;64488;4.34;382.08;56.34;8.43;7.46;3.55;18003359.89;8137233.96;24639825.6;130406
130410 Tapauá;17299;2.6;917.74;50.35;24.83;2.32;4.48;9336597.21;9006333.62;15875960.2;130410
130420 Tefé;60154;5.06;665.2;35.09;3.89;42.18;6.51;31791359.81;13026929.04;40014169.01;130420
130423 Tonantins;18610;0.89;384.56;70.04;0.0;1.29;1.33;8669562.23;3613620.73;7156699.99;130423
130426 Uarini;13387;1.85;712.52;35.39;0.01;27.42;3.35;4932639.54;4196483.16;9538483.13;130426
130430 Urucará;16383;2.36;777.49;37.7;10.04;4.41;13.36;8433821.18;5031563.95;12737600.37;130430
130440 Urucurituba;22537;0.97;814.32;40.39;0.0;4.34;0.42;9960218.75;3876908.88;18352368.41;130440
140005 Alto Alegre;15638;2.96;670.65;55.99;0.0;11.4;9.0;10001679.41;2644695.98;10487598.0;140005
140002 Amajari;12394;2.39;482.81;49.65;0.0;9.79;17.92;2902155.61;2238444.87;5983991.22;140002
140010 Boa Vista;375374;10.08;657.72;66.1;3.78;13.57;6.5;84350433.29;143363082.64;246890501.35;140010
140015 Bonfim;12257;3.54;1009.1;37.41;1.59;11.29;36.52;6311086.86;2179738.69;12368533.46;140015
140017 Cantá;17868;2.99;482.8;51.83;0.0;1.37;31.48;5659298.8;2282590.1;8626677.26;140017
140020 Caracaraí;21564;3.75;529.47;58.88;0.0;14.47;11.39;6633542.21;4614520.34;11417446.24;140020
140023 Caroebe;9950;2.77;632.57;40.58;2.38;18.55;22.29;3024998.87;1548191.21;6294049.75;140023
140028 Iracema;11600;1.4;559.3;48.4;0.0;8.7;30.12;5236658.65;1798978.4;6487874.11;140028
140030 Mucajaí;17528;2.73;602.0;49.22;9.02;11.02;19.26;6315853.19;3702950.14;10551907.35;140030
140040 Normandia;11045;1.7;592.55;40.08;0.0;4.46;38.43;4614540.36;1595650.11;6544737.74;140040
140045 Pacaraima;15580;4.09;644.56;33.92;0.1;8.93;42.2;7971689.39;2032291.59;10042245.88;140045
140047 Rorainópolis;29533;5.88;618.73;51.13;0.0;15.36;13.26;4951730.73;3673229.06;18273049.66;140047
140050 Săo Joăo da Baliza;8052;3.15;772.73;43.68;6.73;8.11;22.89;2464549.89;1785787.08;6222025.83;140050
140060 Săo Luiz;7860;2.56;652.42;39.67;0.0;18.64;4.36;2256280.64;1583507.01;5128035.64;140060
140070 Uiramută;10325;0.46;975.2;40.11;7.39;7.45;32.56;3776060.25;1479218.16;10068894.55;140070
150010 Abaetetuba;156292;3.18;327.97;67.73;0.39;20.23;1.79;34376564.79;21756562.0;51259224.99;150010
150013 Abel Figueiredo;7382;1.9;613.78;29.74;1.51;30.91;1.93;2358207.49;2446899.52;4530898.81;150013
150020 Acará;55513;6.33;344.78;58.03;9.85;5.32;15.64;12331171.17;6045156.47;19139651.91;150020
150030 Afuá;38863;2.78;323.19;54.79;0.0;1.89;5.06;6867644.62;4419453.82;12559945.17;150030
150034 Água Azul do Norte;27241;4.34;525.84;48.73;3.32;22.02;5.83;8196465.18;5879142.08;14324370.89;150034
150040 Alenquer;56480;1.89;320.19;62.2;2.49;11.82;5.51;15109292.77;5882143.67;18084350.0;150040
150050 Almeirim;34142;1.28;668.16;40.84;3.4;7.14;14.51;9793528.29;8823404.32;22812269.74;150050
150060 Altamira;113195;11.14;628.96;35.36;4.82;9.7;0.85;30627759.14;39658273.24;71194855.3;150060
150070 Anajás;28859;1.91;477.42;47.97;0.0;5.96;20.11;6530797.55;4640315.22;13777738.77;150070
150080 Ananindeua;525566;11.86;479.9;46.2;1.77;28.83;1.01;169361405.96;46869375.16;252216655.54;150080
150085 Anapu;27161;11.1;548.95;55.9;0.0;17.25;3.16;7802433.11;5503704.61;14910030.67;150085
150090 Augusto Corrêa;45516;3.14;531.33;34.9;0.0;13.59;8.75;11322063.12;4813653.74;24184167.28;150090
150095 Aurora do Pará;30896;3.56;346.31;57.38;0.0;5.98;3.89;6018126.85;3983622.77;10699695.82;150095
150100 Aveiro;16371;0.64;520.7;56.72;3.05;5.49;4.93;3703112.19;2748226.37;8524433.0;150100
150110 Bagre;30009;1.48;326.05;54.11;13.78;2.95;4.97;3306007.04;3956714.88;9784504.13;150110
150120 Baiăo;46416;4.03;358.07;45.92;0.0;6.23;3.03;7968107.03;6646087.72;16620222.6;150120
150125 Bannach;3310;2.59;1399.98;52.97;0.0;13.21;1.13;2818193.52;2733975.35;4633926.94;150125
150130 Barcarena;122294;26.43;745.96;58.79;15.31;8.98;2.11;39953649.29;47307454.54;91226057.47;150130
150140 Belém;1485732;21.4;688.04;37.84;1.61;29.76;2.5;531078640.8;448276039.66;1022241036.08;150140
150145 Belterra;17624;2.97;491.84;59.2;3.51;17.6;8.53;5400641.59;3693504.52;8668190.03;150145
150150 Benevides;61689;8.18;422.34;56.96;0.13;5.07;6.65;19989060.41;18046313.51;26053633.44;150150
150157 Bom Jesus do Tocantins;16841;4.19;713.86;57.86;2.53;14.77;2.34;5982405.68;3967144.51;12022071.5;150157
150160 Bonito;16038;3.31;638.67;26.65;3.13;6.96;4.59;3090444.59;4530127.42;10242969.32;150160
150170 Bragança;126436;5.62;343.24;46.26;10.25;16.73;3.44;32283238.66;11078308.0;43398429.49;150170
150172 Brasil Novo;15190;5.81;836.16;41.39;13.35;10.28;2.8;8939839.01;3832926.34;12701273.65;150172
150175 Brejo Grande do Araguaia;7392;3.78;762.21;33.02;7.48;6.13;9.38;3201960.13;2395233.3;5634272.06;150175
150178 Breu Branco;64738;6.17;470.14;41.91;4.95;12.97;3.84;16831827.91;13930803.63;30435723.21;150178
150180 Breves;101891;4.36;438.44;69.56;3.51;5.05;2.01;35135073.94;8910345.42;44672783.55;150180
150190 Bujaru;28832;2.66;286.2;56.77;0.0;5.9;3.07;4108516.04;3448345.01;8251797.41;150190
150200 Cachoeira do Arari;23466;1.15;333.07;70.12;0.0;2.4;0.06;3296893.63;3574066.25;7815817.82;150200
150195 Cachoeira do Piriá;33178;2.7;361.73;45.65;2.81;3.54;19.59;6320388.07;4184538.06;12001542.96;150195
150210 Cametá;136390;4.35;315.94;35.24;2.21;23.65;12.29;35346231.6;9613780.18;43091296.23;150210
150215 Canaă dos Carajás;36050;10.53;2887.28;42.67;0.0;31.44;4.29;8120909.53;44018331.48;104086349.13;150215
150220 Capanema;68616;8.11;625.07;37.28;10.74;20.87;9.22;29296710.76;16215460.48;42889920.94;150220
150230 Capităo Poço;54179;1.49;394.17;52.61;0.0;18.39;6.01;13403707.23;5957317.08;21355627.57;150230
150240 Castanhal;198294;10.37;642.66;48.58;3.4;32.22;2.18;83183782.55;32317594.5;127434815.76;150240
150250 Chaves;23482;1.53;406.27;51.31;0.0;22.92;1.37;4740103.37;4959672.44;9540146.07;150250
150260 Colares;12040;2.55;530.82;54.68;0.0;13.41;3.2;3210532.08;1686145.02;6391132.74;150260
150270 Conceiçăo do Araguaia;47734;6.94;577.81;53.35;3.21;21.48;0.79;17659419.57;6891659.58;27581255.61;150270
150275 Concórdia do Pará;32847;4.07;397.09;42.39;0.21;5.82;4.57;7836705.31;4493855.86;13043367.61;150275
150276 Cumaru do Norte;13179;3.66;858.18;43.72;2.65;12.51;7.46;4593772.8;3982951.84;11309895.17;150276
150277 Curionópolis;18014;11.8;866.93;45.6;0.11;7.01;11.89;6276592.0;7634371.0;15616818.51;150277
150280 Curralinho;33893;3.33;400.6;63.09;2.29;8.26;2.73;6048243.71;4113199.34;13577468.72;150280
150285 Curuá;14197;0.97;492.77;50.55;0.89;5.78;26.77;4793769.05;2944445.06;6995885.71;150285
150290 Curuçá;39540;2.61;334.7;53.9;1.1;3.52;3.66;9002046.07;3809022.62;13234040.41;150290
150293 Dom Eliseu;58956;5.34;376.12;31.16;0.0;31.46;4.29;14282468.78;7905073.11;22174284.44;150293
150295 Eldorado dos Carajás;33674;3.78;417.68;65.6;3.2;17.6;0.05;8860768.74;9201258.18;14064921.61;150295
150300 Faro;7319;0.9;647.82;58.4;4.0;5.31;6.66;5790288.85;2141907.96;4741405.67;150300
150304 Floresta do Araguaia;20080;3.67;618.44;41.85;0.65;3.85;19.56;6315785.41;3988066.72;12418322.55;150304
150307 Garrafăo do Norte;26020;2.68;463.32;55.35;2.79;6.21;3.31;10741381.06;4245341.75;12055619.2;150307
150309 Goianésia do Pará;39857;3.38;443.27;48.04;11.92;23.97;6.58;9575883.56;7673782.69;17667424.54;150309
150310 Gurupá;32991;0.59;419.5;54.88;3.34;3.06;11.43;8278288.18;4292865.4;13839610.9;150310
150320 Igarapé-Açu;38588;1.65;202.4;44.76;0.0;9.26;1.53;9889212.46;3377857.6;7810338.65;150320
150330 Igarapé-Miri;62355;4.1;389.19;46.76;0.3;6.2;8.87;15121514.63;7649947.17;24268135.95;150330
150340 Inhangapi;11559;1.77;572.55;49.83;1.06;12.92;4.48;3546911.2;2459810.26;6618095.35;150340
150345 Ipixuna do Pará;62455;5.04;351.8;51.39;0.0;28.14;4.56;13664329.91;7354253.12;21971561.15;150345
150350 Irituia;32504;1.05;360.74;50.86;1.27;3.36;0.46;6419605.33;5055381.48;11725576.53;150350
150360 Itaituba;101097;9.87;476.86;43.5;7.21;14.06;7.17;28883994.5;19477635.27;48209222.96;150360
150370 Itupiranga;53182;2.73;401.77;41.39;0.0;29.08;13.77;13075712.21;6532362.57;21366917.93;150370
150375 Jacareacanga;8899;4.04;1999.45;37.16;8.49;8.74;10.39;6457233.09;7909814.1;17793075.06;150375
150380 Jacundá;58457;3.54;416.51;37.13;0.0;13.97;1.57;14264070.14;9935396.07;24348124.27;150380
150390 Juruti;56908;5.23;466.67;59.8;1.81;17.2;2.4;11090280.99;15692595.53;26557134.54;150390
150400 Limoeiro do Ajuru;28583;1.77;449.48;67.48;8.58;5.35;9.79;6225850.18;5699025.65;12847351.89;150400
150405 Măe do Rio;29917;3.35;548.38;49.82;0.03;9.44;8.33;11226704.58;4456858.01;16405758.18;150405
150410 Magalhăes Barata;8523;2.07;552.82;51.45;0.16;8.8;2.81;2247753.55;2036323.0;4711657.1;150410
150420 Marabá;275086;12.15;722.35;46.99;6.18;16.03;2.6;55838013.81;141352754.29;198707252.75;150420
150430 Maracană;29429;0.58;415.8;54.67;0.87;8.42;2.8;7175743.66;3371401.68;12236647.28;150430
150440 Marapanim;28220;2.45;334.97;78.48;1.97;3.73;0.06;6196681.48;2974761.03;9452876.2;150440
150442 Marituba;129321;7.99;493.4;59.75;0.0;7.64;3.44;35801494.38;18909762.34;63806724.25;150442
150445 Medicilândia;31213;6.44;415.43;54.6;5.58;23.44;1.55;6838479.36;5740442.77;12966971.44;150445
150450 Melgaço;27415;2.39;394.11;55.53;4.75;2.4;4.4;6368473.91;5679895.58;10804612.57;150450
150460 Mocajuba;30736;3.84;438.97;59.77;3.49;3.79;3.17;6898900.76;4408637.33;13492189.29;150460
150470 Moju;80988;5.37;315.98;47.15;0.0;15.82;0.96;11918139.59;9916938.13;25590546.46;150470
150475 Mojuí dos Campos;15982;8.05;465.88;60.68;7.5;7.22;11.98;2188887.38;4392178.84;7445657.14;150475
150480 Monte Alegre;57900;3.85;526.61;53.9;10.28;20.3;3.09;10289772.2;10833892.16;30490477.84;150480
150490 Muaná;39783;2.8;240.25;54.91;0.0;6.63;1.67;7210417.17;3124658.75;9558025.42;150490
150495 Nova Esperança do Piriá;21291;2.0;518.78;62.7;0.0;9.36;6.04;5802964.1;2743491.0;11045275.12;150495
150497 Nova Ipixuna;16499;4.06;535.98;41.78;11.71;22.48;0.4;4380629.67;4078732.09;8843181.02;150497
150500 Nova Timboteua;15218;2.17;509.9;51.58;0.0;8.31;7.36;5166931.0;2618546.43;7759650.18;150500
150503 Novo Progresso;25758;8.9;687.06;64.5;2.84;16.36;1.07;6488391.67;8906163.56;17697381.45;150503
150506 Novo Repartimento;74602;5.26;486.38;59.9;0.0;16.49;0.8;16371593.62;13185528.03;36285248.55;150506
150510 Óbidos;51964;1.89;392.52;58.82;2.43;16.76;15.87;12229510.14;6286135.45;20397115.12;150510
150520 Oeiras do Pará;32168;2.72;438.6;48.21;3.67;3.15;21.08;7840971.19;6187399.82;14108849.91;150520
